EVENT CATEGORY	EVENT GROUP	EVENT SUBGROUP	EVENT TYPE	PLACE	EVENT START DATE	COMMENTS	FATALITIES	INJURED / INFECTED	EVACUATED	ESTIMATED TOTAL COST	NORMALIZED TOTAL COST	EVENT END DATE	FEDERAL DFAA PAYMENTS	PROVINCIAL DFAA PAYMENTS	PROVINCIAL DEPARTMENT PAYMENTS	MUNICIPAL COSTS	OGD COSTS	INSURANCE PAYMENTS	NGO PAYMENTS	UTILITY - PEOPLE AFFECTED	MAGNITUDE	
Disaster	Natural	Meteorological - Hydrological	Flood	Western MB	01/04/1995 12:00:00 AM	Western MB, April 1995.  In April, rapid snowmelt sent very high flows into the Assiniboine River and the Red River below the Shellmouth Dam.  Spring runoff and two heavy snowfalls of 20-30 cm each in late March had contributed to the flooding problem.  Public road networks, urban and rural properties and agricultural lands suffered damage. Damage occurred at over 100 locations on the provincial highway system, at over 5500 sites on municipal roads and to large culverts and bridges.  Seventy communities were inundated in Manitoba, including: Roblin, Russell, Binscarth, Birtle, Glenora, Pilot Mound, Melita, Virden, Elkhorn, Boissevain, Springfield, Brandon and Minnedosa. The hardest hit areas were Brandon and Shellmouth along the Assiniboine River.  Both a small town of 50 people and the Sioux Valley First Nations Reserve were evacuated. Refer to the Saskatchewan entry for more information on this weather system.	0	0	100	4205645.0000	288057.9	01/04/1995 12:00:00 AM	1816719.0000	2388926.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Southeastern British Columbia	05/06/1995 12:00:00 AM	Southeast region of British Columbia, June 5-9, 1995. Significant amounts of rainfall in the southern Rockies caused flooding in the East Kootenay (Elk River Watershed) Region. Provincial, municipal and private sector properties were damaged in the Kootenay Region and in the municipalities of Sparwood, Fernie, Princeton, Cranbrook and Erickson. There were 36 homes damaged, 2 road bridges and 1 CPR rail bridge washed out. On June 6, 702 residents were evacuated from Fernie and 100 residents evacuated from Sparwood.  The evacuations lasted until June 9.	0	0	802	7155707.0000	490116.9	09/06/1995 12:00:00 AM	1685853.0000	5469854.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	Sahtu Region of the Northwest Territories	06/06/1995 12:00:00 AM	Sahtu region of the Northwest Territories, June 6-15, 1995.  A Forest fire was first sited in Fort Norman (in the Hamlet of Tulita), and then spread to Norman Wells, Yellowknife and Deline. The fires were started by lightning strikes. Damage was incurred by provincial, municipal and private property.  Fort Norman was evacuated on June 6, and Norman Wells was evacuated on June 9. Norman Wells was under a State of Emergency from June 814.	0	0	950	3432310.0000	235089.7	15/06/1995 12:00:00 AM	504871.0000	202377.0000	2725062.0000					0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Southern Alberta	10/07/1995 12:00:00 AM	Southern AB July 10, 1995.	0	0	0	28103000.0000	1924863.0	10/07/1995 12:00:00 AM	0.0000	0.0000				28103000.0000		0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Southern Ontario	13/07/1995 12:00:00 AM	Southern Ontario, July 13-15, 1995.	0	0	0	56910000.0000	3897945.2	15/07/1995 12:00:00 AM	0.0000	0.0000				56910000.0000		0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Southern Manitoba	30/07/1995 12:00:00 AM	Southern MB, July 30, 1995.	0	0	0	9018000.0000	617671.2	30/07/1995 12:00:00 AM	0.0000	0.0000				9018000.0000		0	0.0	
Incident	Technology	Transportation accident	Rail	Toronto ON	11/08/1995 12:00:00 AM	Toronto ON, August 11, 1995. Two Toronto Transit Commission subway trains collided underground between two stations. Three commuters were killed and 140 other riders were injured. Problems with driver training and communications contributed to the accident. A rookie driver drove through three red lights and the fail-safe breaking system failed. The northbound train then rammed into another train which had stopped because of a faulty signal.  The subway line was closed for eight and a half days.	3	140	0			11/08/1995 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Hurricane / Typhoon / Tropical Storm	Burin Peninsula NL	11/09/1995 12:00:00 AM	Burin Peninsula NL, September 11, 1995. Heavy rains and winds associated with Hurricane "Luis" caused damage to provincial, municipal, and private sector properties on the Burin Peninsula. Some two dozen roads were washed out.	0	0	0	2661890.0000	182321.2	11/09/1995 12:00:00 AM	1274866.0000	1387024.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Regina SK	26/09/1995 12:00:00 AM	Regina SK, August 26, 1995.	0	0	0	13353120.0000	914597.3	26/09/1995 12:00:00 AM	0.0000	0.0000	235120.0000			13118000.0000		0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Hamilton ON	05/10/1995 12:00:00 AM	Hamilton ON, October 5-6, 1995.	0	0	0	17419000.0000	1193082.2	06/10/1995 12:00:00 AM	0.0000	0.0000				17419000.0000		0	0.0	
Incident	Technology	Hazardous Chemicals	Leak / Spill Release	Sudbury ON	16/11/1995 12:00:00 AM	Sudbury ON, November 16, 1995. A cloud of sulphur dioxide was accidentally released from a copper refinery and passed over a part of the city; the leak was from a faulty sample port in the section of the system where sulphur dioxide is converted to sulphuric acid, and the gas was released before conversion; hundreds of residents suffered minor irritations (eye irritations, respiratory problems...); a hospital and a clinic were evacuated; a legal action follow-up occurred.	0	20	0			16/11/1995 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Southern Ontario	10/12/1995 12:00:00 AM	Southern Ontario, December 10-11, 1995. An early Snowstorm hit southern Ontario with 1015 cm of snow accompanied by wind gusts of up to 90 km/h and a temperature of -40ºC. The storm caused the closing of highways, shopping centres and bridges, including the Peace Bridge between Ontario and New York. Muskoka airport and weather office were evacuated and Bracebridge had to enforce its municipal emergency plan. An elderly man's death was attributed to the storm.	1	0	50			11/12/1995 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Southwestern British Columbia	27/11/1995 12:00:00 AM	Southwestern British Columbia, November 27-29, 1995. Heavy rains and melting snow caused the Tulameen and Similkameen Rivers to overflow their banks in four regions: East coast of Vancouver Island, Mainland Coast, Mainland Coastal Valleys and the Interior Valley. The flooding forced 230 people to flee their homes in Princeton, Tulameen and Coalmont. A State of Emergency was declared in Princeton, a town of 2,800 people. Provincial, municipal and private sector properties were damaged. Some homes faced major structural repairs. There were actually three periods of heavy rains: Nov. 7-8, Nov. 13-17 and Nov. 27-29 when 135.4 mm, 395.0 mm and 650.6 mm of precipitation fell, respectively.	0	0	230	18835222.0000	1290083.7	29/11/1995 12:00:00 AM	1915497.0000	5722996.0000	11196729.0000					0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Sunny Valley AB	01/01/1996 12:00:00 AM	Sunny Valley AB, 1996.	0	0	0	100307.0000	6769.9	01/01/1996 12:00:00 AM			100307.0000					0	0.0	
Disaster	Natural	Meteorological - Hydrological	Drought	Grande Prairie AB	01/01/1996 12:00:00 AM	Grande Prairie AB, 1996.	0	0	0	57644492.0000	3890516.9	01/01/1996 12:00:00 AM			100110.0000		57544382.0000			0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storm - Unspecified / Other	South Dumfries ON	01/01/1996 12:00:00 AM	South Dumfries ON, 1996.	0	0	0	99870.0000	6740.4	01/01/1996 12:00:00 AM			22413.0000	77457.0000				0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Flat Bay NL	17/02/1996 12:00:00 AM	Flat Bay NL, February 17-19, 1996. A rainstorm along west coast of Newfoundland, flooding caused extensive damages. Highways and bridges washed away, 30 residents were evacuated by helicopter.	0	0	30			19/02/1996 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Tornado	Grey County, Wellington and Dufferin County ON	20/04/1996 12:00:00 AM	Grey, Wellington, and Dufferin counties ON, April 20, 1996. Two F3 class tornadoes touched down in Grey County (Holland Centre), Wellington and Dufferin County. Significant property damage occurred; 9 people were injured by the 2 tornadoes. -80.54  44.122	0	9	0	9404772.0000	634742.8	20/04/1996 12:00:00 AM			621641.0000	439291.0000		8343840.0000		2895455	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Timmins and Dufferin County ON	17/05/1996 12:00:00 AM	Timmins and Dufferin counties ON, May 17-19, 1996.	0	0	0	378557.0000	25549.4	19/05/1996 12:00:00 AM			131518.0000	247039.0000				0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Atikokan ON	05/07/1996 12:00:00 AM	Atikokan ON, July 5-6, 1996.	0	0	0	278061.0000	18766.8	06/07/1996 12:00:00 AM			194537.0000	83524.0000				0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Winnipeg MB	16/07/1996 12:00:00 AM	Winnipeg MB, July 16, 1996. Hailstones the size of tennis balls pounded down on the city; crops were flattened south of Winnipeg, trees were stripped, gardens destroyed and windows shattered. Gale force winds, torrential rains, funnel clouds and one tornado were reported. There were no reported injuries.	0	0	0	105000000.0000	7086614.2	16/07/1996 12:00:00 AM	0.0000	0.0000				105000000.0000		0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Red River, Souris River, Assiniboine River and Pembina River MB	18/04/1996 12:00:00 AM	Red River, Souris River, Assiniboine River and Pembina River MB, April 18 - May 8, 1996. Heavy rainfall in the winter, high soil moisture levels and an unseasonably cool spring led to flooding. Thick ice flows and flood water caused damage to bridges, telephone cables, small businesses, roads, agricultural lands, and other community infrastructure. Small communities within the vicinity of Red River, Souris River, Assiniboine River and Pembina River were inundated. Thousands of customers went without telephone service for a week and 285 people were evacuated.	0	0	285	6816377.0000	460047.9	08/05/1996 12:00:00 AM	4430930.0000	2385447.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Lesser Slave Lake area AB	17/06/1996 12:00:00 AM	Lesser Slave Lake area AB, June 17-21, 1996. Large amounts of rainfall and a high water table caused flooding. Extensive damage was done to agricultural lands, farms, municipal roads, public works, private property, businesses and residential communities. There were over 700 claims received for property damage. Minor damage occurred to primary highways and bridges, and some dykes were destroyed.  The most severely affected communities were along Driftpile River, Swan River, East Prairie River and Arcadia River. Driftpile First Nation Reserve, Sucker Creek First Nation Reserve, Swan River First Nation Reserve, Municipal District of Big Lakes #125 and East Prairie Metis Settlement incurred damage. In total, 922 people were evacuated.	0	0	922	18159797.0000	1225633.1	21/06/1996 12:00:00 AM	5693853.0000	5466769.0000	6999175.0000					0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Calgary AB	16/07/1996 12:00:00 AM	Calgary AB, July 16-18, 1996. The hailstorm caused  flooding; heavy rains and tornadoes were also reported. 911 service was knocked out, causing emergency crews to use regular lines. No injuries were reported. Many vehicles were damaged. Gale force winds, torrential rains swept across the area. There were no reported injuries, however extensive damage was done to homes and gardens.	0	0	0	103000000.0000	6951631.0	18/07/1996 12:00:00 AM						103000000.0000		0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Calgary AB	24/07/1996 12:00:00 AM	Calgary AB, July 24-25, 1996.	0	0	0	87877643.0000	5930999.5	25/07/1996 12:00:00 AM	0.0000	0.0000				87877643.0000		0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Ottawa ON	08/08/1996 12:00:00 AM	Ottawa ON, August 8, 1996.	0	0	0	21308000.0000	1438110.2	08/08/1996 12:00:00 AM	0.0000	0.0000				21308000.0000		0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Nechako River BC	29/11/1996 12:00:00 AM	Nechako River BC, November 29, 1996. Record low temperatures on November 21, 1996 caused thick ice formation on the Nechako River which resulted in ice jam flooding; an ice jam five kilometres long raised water levels along the low-lying regions of Prince George, flooding industrial and residential areas.	0	0	0			29/11/1996 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Southwestern British Columbia	29/12/1996 12:00:00 AM	Southwestern British Columbia, December 29, 1996. An unusually heavy snowfall of up to 100 cm in some areas, brought traffic and emergency response service to a standstill in the areas of Victoria, the Fraser Valley, and some parts of Vancouver; over 100 motorists and rescue crews were stranded for days; airports at Victoria and Vancouver were closed, ferry service cancelled; sections of Highways 1, 3, 7, 11, 31 and 99 and other roads were closed due to flooding, avalanches and hydro wires down; reported as the worst snowstorm to hit the area in 75 years.	0	0	0	215339641.0000	14533609.1	29/12/1996 12:00:00 AM	1583282.0000	5440089.0000	3821888.0000	204494382.0000				0	0.0	
Incident	Technology	Fire	Non-Residential	Southwest Alberta	01/01/1997 12:00:00 AM	Southwest Alberta, 1997.	0	0	0			01/01/1997 12:00:00 AM								0	0.0	
Disaster	Natural	Biological	Epidemic	Bay of Fundy NB	01/01/1997 12:00:00 AM	Bay of Fundy NB, 1997. ISA is caused by the Infectious Salmon Anemia Virus (ISAV), which is much like an influenza virus in salmon. It causes anemia and respiratory problems in Atlantic salmon, but does not harm humans because the virus stops producing at 25°C. Thousands of infected salmon have been removed from salmon farms in New Brunswick, especially in the Bay of Fundy Area.	0	0	0	25881403.0000	1717792.2	01/01/1997 12:00:00 AM	21771004.0000	4110399.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Durham ON	09/01/1997 12:00:00 AM	Durham ON, January 9, 1997. The mayor of Durham declared a State of Emergency due to flooding of the Saugeen River; approximately 200 residents evacuated; some businesses and schools closed; sewage backup; relief efforts continued for over a week due to poor weather conditions, most evacuees had returned by Jan. 24, 1997. Flooding also occurred on Feb. 22-23 1997.	0	0	200			09/01/1997 12:00:00 AM								0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Southern British Columbia	18/03/1997 12:00:00 AM	Southern British Columbia, March 18-24, 1997. Severe thunderstorms, creating floods, damaged residential, farm, business and local government buildings. Flooding occurred on most of Vancouver Island, Harrison Lake and Fraser River, Okanagan Lake, Lower Arrow Lake, Upper Arrow Lake, Shuswap Lake, Kootenay Lake, Kootenay River and Columbia River (to the lower part of Kinbasket Lake).  This area encompassed the towns of Vancouver, Port Alberni, Nanaimo, Victoria, Vernon, Kelowna, Nelson, Trail and Penticton.	0	0	0	4585262.0000	304331.5	24/03/1997 12:00:00 AM	653232.0000	3932030.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	South-Central Saskatchewan	30/03/1997 12:00:00 AM	South-central SK, March-April 1997. In late March, there was minor flooding in the municipalities of Swift Current and Ponteix.  From March 30 - April 3 1997, a breakup of ice caused flooding in low lying areas along the Moose Jaw River.  A State of Emergency was declared.  Twenty homes were flooded and 140 families (assume a family of 4) were evacuated.	0	0	516	1319475.0000	87575.8	03/04/1997 12:00:00 AM			1319475.0000					0	0.0	
